,op_max_wait_time,op_max_detour_factor,avg_fs,rq_type,op_reservation_module,op_rh_reservation_max_routes,op_short_term_horizon,op_module,sim_env,scenario_name,rq_file,demand_folder,demand_type,demand_scalar,op_fleet_composition,op_vr_control_func_dict,sample,config_str
10,3600,75,1.0,BasicRequest,RollingHorizon,,,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.0/sample_10/IR_D+WT_FB_1/,line91_week/1.0/sample_10.csv,line91_week,on-demand,1.0,flex_bus:1,func_key:IRS_study_standard,sample_10,IR_D+WT_FB_1
11,3600,75,1.0,BasicRequest,RollingHorizon,,,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.0/sample_11/IR_D+WT_FB_1/,line91_week/1.0/sample_11.csv,line91_week,on-demand,1.0,flex_bus:1,func_key:IRS_study_standard,sample_11,IR_D+WT_FB_1
12,3600,75,1.0,BasicRequest,RollingHorizon,,,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.0/sample_12/IR_D+WT_FB_1/,line91_week/1.0/sample_12.csv,line91_week,on-demand,1.0,flex_bus:1,func_key:IRS_study_standard,sample_12,IR_D+WT_FB_1
13,3600,75,1.0,BasicRequest,RollingHorizon,,,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.0/sample_13/IR_D+WT_FB_1/,line91_week/1.0/sample_13.csv,line91_week,on-demand,1.0,flex_bus:1,func_key:IRS_study_standard,sample_13,IR_D+WT_FB_1
14,3600,75,1.0,BasicRequest,RollingHorizon,,,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.0/sample_14/IR_D+WT_FB_1/,line91_week/1.0/sample_14.csv,line91_week,on-demand,1.0,flex_bus:1,func_key:IRS_study_standard,sample_14,IR_D+WT_FB_1
15,3600,75,1.0,BasicRequest,RollingHorizon,,,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.0/sample_15/IR_D+WT_FB_1/,line91_week/1.0/sample_15.csv,line91_week,on-demand,1.0,flex_bus:1,func_key:IRS_study_standard,sample_15,IR_D+WT_FB_1
16,3600,75,1.0,BasicRequest,RollingHorizon,,,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.0/sample_16/IR_D+WT_FB_1/,line91_week/1.0/sample_16.csv,line91_week,on-demand,1.0,flex_bus:1,func_key:IRS_study_standard,sample_16,IR_D+WT_FB_1
17,3600,75,1.0,BasicRequest,RollingHorizon,,,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.0/sample_17/IR_D+WT_FB_1/,line91_week/1.0/sample_17.csv,line91_week,on-demand,1.0,flex_bus:1,func_key:IRS_study_standard,sample_17,IR_D+WT_FB_1
18,3600,75,1.0,BasicRequest,RollingHorizon,,,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.0/sample_18/IR_D+WT_FB_1/,line91_week/1.0/sample_18.csv,line91_week,on-demand,1.0,flex_bus:1,func_key:IRS_study_standard,sample_18,IR_D+WT_FB_1
19,3600,75,1.0,BasicRequest,RollingHorizon,,,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.0/sample_19/IR_D+WT_FB_1/,line91_week/1.0/sample_19.csv,line91_week,on-demand,1.0,flex_bus:1,func_key:IRS_study_standard,sample_19,IR_D+WT_FB_1
20,3600,75,1.0,BasicRequest,RollingHorizon,,,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.0/sample_20/IR_D+WT_FB_1/,line91_week/1.0/sample_20.csv,line91_week,on-demand,1.0,flex_bus:1,func_key:IRS_study_standard,sample_20,IR_D+WT_FB_1
21,3600,75,1.0,BasicRequest,RollingHorizon,,,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.0/sample_21/IR_D+WT_FB_1/,line91_week/1.0/sample_21.csv,line91_week,on-demand,1.0,flex_bus:1,func_key:IRS_study_standard,sample_21,IR_D+WT_FB_1
22,3600,75,1.0,BasicRequest,RollingHorizon,,,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.0/sample_22/IR_D+WT_FB_1/,line91_week/1.0/sample_22.csv,line91_week,on-demand,1.0,flex_bus:1,func_key:IRS_study_standard,sample_22,IR_D+WT_FB_1
23,3600,75,1.0,BasicRequest,RollingHorizon,,,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.0/sample_23/IR_D+WT_FB_1/,line91_week/1.0/sample_23.csv,line91_week,on-demand,1.0,flex_bus:1,func_key:IRS_study_standard,sample_23,IR_D+WT_FB_1
24,3600,75,1.0,BasicRequest,RollingHorizon,,,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.0/sample_24/IR_D+WT_FB_1/,line91_week/1.0/sample_24.csv,line91_week,on-demand,1.0,flex_bus:1,func_key:IRS_study_standard,sample_24,IR_D+WT_FB_1
25,3600,75,1.0,IndividualConstraintRequest,RollingHorizon,1000.0,3600.0,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/planned_2/1.0/sample_0/IR_D+WT_FB_1/,line91_week/planned/1.0/sample_0.csv,line91_week,reservation,1.0,flex_bus:1,func_key:IRS_study_standard,sample_0,IR_D+WT_FB_1
26,3600,75,1.0,IndividualConstraintRequest,RollingHorizon,1000.0,3600.0,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/planned_2/1.0/sample_1/IR_D+WT_FB_1/,line91_week/planned/1.0/sample_1.csv,line91_week,reservation,1.0,flex_bus:1,func_key:IRS_study_standard,sample_1,IR_D+WT_FB_1
27,3600,75,1.0,IndividualConstraintRequest,RollingHorizon,1000.0,3600.0,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/planned_2/1.0/sample_2/IR_D+WT_FB_1/,line91_week/planned/1.0/sample_2.csv,line91_week,reservation,1.0,flex_bus:1,func_key:IRS_study_standard,sample_2,IR_D+WT_FB_1
28,3600,75,1.0,IndividualConstraintRequest,RollingHorizon,1000.0,3600.0,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/planned_2/1.0/sample_3/IR_D+WT_FB_1/,line91_week/planned/1.0/sample_3.csv,line91_week,reservation,1.0,flex_bus:1,func_key:IRS_study_standard,sample_3,IR_D+WT_FB_1
29,3600,75,1.0,IndividualConstraintRequest,RollingHorizon,1000.0,3600.0,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/planned_2/1.0/sample_4/IR_D+WT_FB_1/,line91_week/planned/1.0/sample_4.csv,line91_week,reservation,1.0,flex_bus:1,func_key:IRS_study_standard,sample_4,IR_D+WT_FB_1
30,3600,75,1.0,IndividualConstraintRequest,RollingHorizon,1000.0,3600.0,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/planned_2/1.0/sample_5/IR_D+WT_FB_1/,line91_week/planned/1.0/sample_5.csv,line91_week,reservation,1.0,flex_bus:1,func_key:IRS_study_standard,sample_5,IR_D+WT_FB_1
31,3600,75,1.0,IndividualConstraintRequest,RollingHorizon,1000.0,3600.0,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/planned_2/1.0/sample_6/IR_D+WT_FB_1/,line91_week/planned/1.0/sample_6.csv,line91_week,reservation,1.0,flex_bus:1,func_key:IRS_study_standard,sample_6,IR_D+WT_FB_1
32,3600,75,1.0,IndividualConstraintRequest,RollingHorizon,1000.0,3600.0,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/planned_2/1.0/sample_7/IR_D+WT_FB_1/,line91_week/planned/1.0/sample_7.csv,line91_week,reservation,1.0,flex_bus:1,func_key:IRS_study_standard,sample_7,IR_D+WT_FB_1
33,3600,75,1.0,IndividualConstraintRequest,RollingHorizon,1000.0,3600.0,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/planned_2/1.0/sample_8/IR_D+WT_FB_1/,line91_week/planned/1.0/sample_8.csv,line91_week,reservation,1.0,flex_bus:1,func_key:IRS_study_standard,sample_8,IR_D+WT_FB_1
34,3600,75,1.0,IndividualConstraintRequest,RollingHorizon,1000.0,3600.0,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/planned_2/1.0/sample_9/IR_D+WT_FB_1/,line91_week/planned/1.0/sample_9.csv,line91_week,reservation,1.0,flex_bus:1,func_key:IRS_study_standard,sample_9,IR_D+WT_FB_1
35,3600,75,1.0,IndividualConstraintRequest,RollingHorizon,1000.0,3600.0,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/planned_2/1.0/sample_10/IR_D+WT_FB_1/,line91_week/planned/1.0/sample_10.csv,line91_week,reservation,1.0,flex_bus:1,func_key:IRS_study_standard,sample_10,IR_D+WT_FB_1
36,3600,75,1.0,IndividualConstraintRequest,RollingHorizon,1000.0,3600.0,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/planned_2/1.0/sample_11/IR_D+WT_FB_1/,line91_week/planned/1.0/sample_11.csv,line91_week,reservation,1.0,flex_bus:1,func_key:IRS_study_standard,sample_11,IR_D+WT_FB_1
37,3600,75,1.0,IndividualConstraintRequest,RollingHorizon,1000.0,3600.0,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/planned_2/1.0/sample_12/IR_D+WT_FB_1/,line91_week/planned/1.0/sample_12.csv,line91_week,reservation,1.0,flex_bus:1,func_key:IRS_study_standard,sample_12,IR_D+WT_FB_1
38,3600,75,1.0,IndividualConstraintRequest,RollingHorizon,1000.0,3600.0,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/planned_2/1.0/sample_13/IR_D+WT_FB_1/,line91_week/planned/1.0/sample_13.csv,line91_week,reservation,1.0,flex_bus:1,func_key:IRS_study_standard,sample_13,IR_D+WT_FB_1
39,3600,75,1.0,IndividualConstraintRequest,RollingHorizon,1000.0,3600.0,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/planned_2/1.0/sample_14/IR_D+WT_FB_1/,line91_week/planned/1.0/sample_14.csv,line91_week,reservation,1.0,flex_bus:1,func_key:IRS_study_standard,sample_14,IR_D+WT_FB_1
40,3600,75,1.0,IndividualConstraintRequest,RollingHorizon,1000.0,3600.0,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/planned_2/1.0/sample_15/IR_D+WT_FB_1/,line91_week/planned/1.0/sample_15.csv,line91_week,reservation,1.0,flex_bus:1,func_key:IRS_study_standard,sample_15,IR_D+WT_FB_1
41,3600,75,1.0,IndividualConstraintRequest,RollingHorizon,1000.0,3600.0,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/planned_2/1.0/sample_16/IR_D+WT_FB_1/,line91_week/planned/1.0/sample_16.csv,line91_week,reservation,1.0,flex_bus:1,func_key:IRS_study_standard,sample_16,IR_D+WT_FB_1
42,3600,75,1.0,IndividualConstraintRequest,RollingHorizon,1000.0,3600.0,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/planned_2/1.0/sample_17/IR_D+WT_FB_1/,line91_week/planned/1.0/sample_17.csv,line91_week,reservation,1.0,flex_bus:1,func_key:IRS_study_standard,sample_17,IR_D+WT_FB_1
43,3600,75,1.0,IndividualConstraintRequest,RollingHorizon,1000.0,3600.0,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/planned_2/1.0/sample_18/IR_D+WT_FB_1/,line91_week/planned/1.0/sample_18.csv,line91_week,reservation,1.0,flex_bus:1,func_key:IRS_study_standard,sample_18,IR_D+WT_FB_1
44,3600,75,1.0,IndividualConstraintRequest,RollingHorizon,1000.0,3600.0,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/planned_2/1.0/sample_19/IR_D+WT_FB_1/,line91_week/planned/1.0/sample_19.csv,line91_week,reservation,1.0,flex_bus:1,func_key:IRS_study_standard,sample_19,IR_D+WT_FB_1
45,3600,75,1.0,IndividualConstraintRequest,RollingHorizon,1000.0,3600.0,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/planned_2/1.0/sample_20/IR_D+WT_FB_1/,line91_week/planned/1.0/sample_20.csv,line91_week,reservation,1.0,flex_bus:1,func_key:IRS_study_standard,sample_20,IR_D+WT_FB_1
46,3600,75,1.0,IndividualConstraintRequest,RollingHorizon,1000.0,3600.0,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/planned_2/1.0/sample_21/IR_D+WT_FB_1/,line91_week/planned/1.0/sample_21.csv,line91_week,reservation,1.0,flex_bus:1,func_key:IRS_study_standard,sample_21,IR_D+WT_FB_1
47,3600,75,1.0,IndividualConstraintRequest,RollingHorizon,1000.0,3600.0,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/planned_2/1.0/sample_22/IR_D+WT_FB_1/,line91_week/planned/1.0/sample_22.csv,line91_week,reservation,1.0,flex_bus:1,func_key:IRS_study_standard,sample_22,IR_D+WT_FB_1
48,3600,75,1.0,IndividualConstraintRequest,RollingHorizon,1000.0,3600.0,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/planned_2/1.0/sample_23/IR_D+WT_FB_1/,line91_week/planned/1.0/sample_23.csv,line91_week,reservation,1.0,flex_bus:1,func_key:IRS_study_standard,sample_23,IR_D+WT_FB_1
49,3600,75,1.0,IndividualConstraintRequest,RollingHorizon,1000.0,3600.0,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/planned_2/1.0/sample_24/IR_D+WT_FB_1/,line91_week/planned/1.0/sample_24.csv,line91_week,reservation,1.0,flex_bus:1,func_key:IRS_study_standard,sample_24,IR_D+WT_FB_1
